MIM Orpha;
610356 209932;
610357 101010;
610359 791;
610361 141291;199302;199306;
610370 83620;
610374 99886;
610377 29;
610379 83476;
610381 1872;
610419 90636;
610422 2850;
610425 91492;
610427 215;
610430 33226;
610442 168454;
610443 96169;
610444 215;
610445 215;
610448 90280;
610455 306658;53715;
610460 413687;
610474 85164;
610475 189439;
610476 217656;
610478 1872;
610483 83617;
610489 189439;
610498 254920;
610505 168566;
610508 552;
610532 85163;
610535 98977;
610536 79113;
610539 309252;355;
610542 353327;590;
610543 353281;783;
610549 2297;
610551 1930;
610582 99886;
610599 791;
610600 427;99763;
610612 65;
610618 100054;91378;
610623 91492;
610628 432;478;
610629 124;
610644 85112;
610651 220295;910;
610655 774;
610678 254925;
610682 216804;216812;216820;666;
610685 3329;
610687 171436;
610688 475;
610706 90024;
610708 98673;
610713 93409;
610717 98908;
610725 656;
610733 648;
610738 99749;
610743 88644;
610753 700;701;
610755 276152;
610756 1466;191;
610758 1466;191;
610759 199;
610768 91131;
610773 91130;
610798 90023;
610828 2162;
610829 2162;
610832 84;
610840 741;
610842 91135;
610852 244;
610878 289365;
610883 1713;
610896 107;
610898 240071;683;
610910 747;
610913 217566;440392;
610915 216804;216812;666;
610921 440402;
610926 99798;
610951 168491;228366;
610954 2896;
610967 216828;666;
610968 216812;216820;666;
610978 209905;
610984 200418;
610988 548;
610992 284417;
610997 1331;
611010 2024;
611022 90636;
611031 98809;
611038 2542;
611040 251279;
611067 206580;
611073 1020;
611090 88616;
611091 88616;
611092 88616;
611093 88616;
611095 88616;
611096 88616;
611097 88616;
611100 1331;
611102 94064;
611105 137898;
611107 88616;
611126 99901;
611131 791;
611134 564;
611136 307;64280;
611147 98810;
611152 1020;
611154 1020;
611155 1020;
611162 673;
611174 314555;
611182 95428;
611209 263508;
611222 77299;
611225 209951;
611228 139515;
611252 171622;
611263 474;
611274 98977;
611277 36387;
611283 79159;
611291 169079;
611302 397946;
611307 206549;
611308 91495;
611363 1478;
611364 307;
611369 137783;
611377 140908;
611383 231178;886;
611390 314603;
611391 91492;
611407 154;
611431 137605;
611451 90636;
611489 199247;
611490 667;
611493 334;
611494 334;
611497 210110;
611498 655;
611521 331226;
611523 166073;
611528 217656;
611543 464760;
611544 91492;
611553 648;
611554 500;
611556 137625;
611560 220497;
611561 564;
611584 3440;895;
611588 206554;
611590 18;93610;
611597 91492;
611603 171680;
611615 154;
611630 163717;
611631 98819;
611637 35689;
611638 98938;
611644 388;
611705 289377;
611717 163654;
611718 34527;
611719 137908;
611721 139406;
611722 487;
611726 263516;
611755 65;
611762 247868;
611771 329481;
611773 73229;
611775 2331;
611777 130;
611783 247511;
611788 91387;
611804 288;
611809 139455;
611812 139466;
611816 420561;
611818 101016;768;
611819 101016;334;768;
611820 101016;768;
611863 139450;
611867 261330;
611868 1331;
611875 130;
611876 130;
611878 154;54260;
611879 154;
611880 154;
611881 57;
611884 244;
611890 53696;
611891 86;
611892 231160;
611895 803;
611897 35612;
611907 209970;
611913 261197;
611926 137631;
611928 1331;
611936 251038;
611938 3286;
611942 64280;
611943 420741;
611944 79452;
611945 171612;
611955 1331;
611958 1331;
611959 1331;
612001 199318;
612004 168629;268322;
612015 244310;
612016 139485;
612018 247794;
612020 139480;
612067 210571;
612069 275872;803;
612073 1933;254803;
612075 254803;255235;298;
612076 94088;
612079 157954;
612095 791;
612099 79493;867;
612109 157962;
612119 103909;
612126 98811;
612132 238468;98813;
612138 158684;
612158 154;
612161 231160;
612162 231160;
612164 1934;33069;
612165 791;
612199 313838;
612201 334;
612219 2677;319;
612225 552;
612233 280270;280288;
612237 209916;
612240 334;
612242 276413;2929;79076;
612247 93262;
612260 183713;
612269 64280;
612274 244;
612279 36387;
612281 313;79394;
612284 564;
612285 2318;
612286 244305;
612287 244305;
612289 2963;
612290 140963;
612291 475;
612292 166108;
612293 79152;
612300 169464;
612301 178389;
612304 745;
612313 251019;
612319 171629;
612335 171617;
612336 743;
612337 36367;
612347 768;90647;
612350 157965;
612353 79152;
612359 201;
612370 432;478;
612376 520;
612379 324737;
612387 797;
612388 797;
612389 2524;
612390 2524;
612394 300284;
612406 370103;
612416 329;
612417 2073;
612422 75249;
612423 749;
612431 90635;
612433 90636;
612437 308;
612438 139441;
612444 244;
612445 171844;
612446 169150;
612462 79444;
612463 79445;
612469 893;
612474 250989;
612475 250994;
612513 261349;
612518 244;
612526 528;
612527 124;
612528 124;
612529 100033;88661;
612530 2162;250999;
612539 171863;
612540 210163;
612541 331176;
612551 84271;
612555 145;227535;
612557 67038;
612558 67038;
612559 67038;
612561 124;
612562 124;
612563 124;
612567 238569;
612572 791;
612576 3329;
612577 803;
612580 178469;
612581 178469;
612582 96125;
612586 231160;
612587 231160;
612591 220460;447877;
612621 178469;
612626 1596;
612627 306;
612631 86817;
612632 231169;886;
612642 90635;
612643 90635;
612644 90635;
612645 90636;
612649 244;
612650 244;
612651 199332;
612653 822;
612656 209967;
612657 1872;
612674 171848;
612690 822;
612691 208441;268940;
612692 229717;33110;
612702 432;478;
612703 2512;
612712 65;791;
612714 199337;
612715 241;
612716 70594;
612718 35704;
612726 1415;
612736 382;
612740 100924;
612775 1872;
612776 141152;
612780 199343;
612781 231671;631;
612782 169090;317428;
612783 169090;317430;
612789 90636;
612794 1478;
612798 137888;
612813 171866;
612838 130;871;
612840 2968;99844;
612841 444;
612843 2340;
612847 93282;
612851 2073;
612852 210115;
612858 141291;199302;199306;
612862 70591;
612863 251056;
612867 98959;
612868 98971;
612874 45;
612877 154;
612881 2149;98892;
612900 210141;
612908 50942;
612913 141000;
612916 217017;
612918 140944;
612921 2616;
612922 2134;93576;
612923 2134;93580;
612924 2134;93578;
612925 2134;93575;
612926 2134;217023;
612932 99849;
612933 2364;284426;
612936 280763;
612937 263494;
612938 210144;
612940 357064;
612943 791;
612946 217026;
612949 353217;
612951 85136;
612952 51;
612953 199351;
612954 199340;
612955 101016;768;
612956 228140;
612961 3237;
612965 242;
612968 91492;
612989 227976;98676;
612997 276234;
612998 261;98853;
612999 261;98853;
613001 2396;
613002 1930;
613007 186;
613008 186;
613011 238505;
613013 635;
613014 635;
613015 635;
613016 635;
613017 635;
613021 60033;
613024 545;
613026 217346;
613027 264580;
613028 182067;
613029 182067;360;
613030 182067;
613031 182067;
613032 182067;
613033 182067;
613038 95494;
613055 334;
613060 307;36387;
613065 513;
613067 513;
613068 217382;
613070 217371;
613071 60033;
613073 1040;
613074 90635;
613075 217335;
613076 330054;
613077 254892;
613078 240760;
613079 90636;
613080 242;
613085 98976;
613086 98976;
613087 1478;
613089 168984;
613090 112;89938;
613091 474;93269;93270;93271;
613092 217330;
613093 1871;49382;
613094 2542;
613096 320365;
613099 618;
613101 540;
613102 217407;
613105 75377;
613107 486;
613108 1334;
613112 140957;
613115 970;
613116 217467;
613118 82;
613119 130;
613120 130;334;
613122 154;
613123 130;
613135 238455;
613144 75377;
613148 238569;
613150 588;899;
613151 370959;
613152 370980;
613153 588;899;
613154 588;899;
613155 370959;370968;
613156 370959;370968;
613157 206564;
613158 206559;
613159 655;
613161 65287;
613162 320396;
613163 2066;
613172 154;
613174 329802;
613177 221145;
613179 760;
613180 250972;
613192 88616;
613193 244;
613194 791;
613195 363992;
613204 34520;
613205 157973;
613206 320401;
613211 100033;88661;
613215 217385;
613216 215;
613217 92050;
613223 548;
613224 648;
613225 331;
613227 1766;
613235 331;
613237 656;
613239 79102;
613244 144;
613252 154;
613254 805;
613265 897;
613266 897;
613267 98974;
613268 98974;
613269 98974;
613270 98974;
613271 98974;
613280 309854;
613285 90636;
613286 154;
613287 228174;
613290 240863;
613307 90636;
613308 124;
613309 124;
613310 891;
613312 289176;
613313 79230;
613318 45448;
613319 399096;
613320 401979;
613325 231108;69077;
613327 228429;
613328 221139;
613329 465;
613330 228387;
613339 166412;
613340 166412;
613341 65;791;
613342 2619;
613343 99642;
613345 681;
613347 1333;
613348 1333;
613355 261279;
613364 320355;
613370 552;
613371 211017;
613375 552;
613376 139525;
613382 93387;
613385 228426;
613388 3337;
613390 84;
613391 90636;
613392 90636;
613398 280558;
613399 145;227535;
613402 1934;
613404 2697;
613406 94065;
613407 548;
613411 75382;
613412 73247;
613424 154;54260;
613426 154;54260;
613428 791;
613435 803;
613443 228384;
613444 261222;
613451 228390;
613453 90636;
613454 3095;
613456 306542;
613457 261120;
613458 96078;
613464 791;
613470 712;
613471 779;
613477 3451;
613480 79452;
613485 101016;768;
613488 69078;99967;
613489 263501;
613490 60;
613493 1572;
613494 1572;
613495 1572;
613496 1572;
613500 229717;33110;
613501 229717;33110;
613502 229717;33110;
613506 229717;33110;
613507 263297;
613509 238750;
613517 2542;
613523 168953;
613530 238755;
613533 217340;
613545 141276;
613546 91;
613550 84081;
613554 166081;166084;166087;166090;166093;903;
613558 90635;
613559 254930;
613561 2598;
613563 363972;
613566 251380;46532;
613571 418;95699;
613573 247820;
613575 791;
613576 247827;
613581 791;
613582 791;
613587 247834;
613600 51084;
613604 261211;
613608 86814;
613610 1515;
613611 99141;
613612 263487;
613615 3156;
613616 416;93600;
613617 791;
613618 199315;238578;
613625 35909;
613630 465824;
613638 357001;447980;
613640 36386;
613641 254334;
613642 154;
613643 2828;
613646 280183;
613647 306511;
613652 169147;
613657 79315;
613658 178506;
613660 1872;791;
613661 280071;
613662 298;
613668 402364;
613670 391372;
613672 254343;
613673 293825;
613674 289365;
613675 139474;636;97685;
613676 808;
613677 251274;
613678 93302;
613679 325;
613680 363444;
613681 1836;
613684 353284;783;
613685 90636;
613686 2311;
613688 101016;768;
613689 238744;
613693 101016;768;
613694 154;
613695 101016;768;
613697 154;
613702 2345;
613703 98938;
613704 2542;
613705 199306;
613706 648;
613707 500;
613708 36386;
613710 217396;
613711 388;
613712 388;
613717 861;
613718 90636;
613720 439218;
613721 1934;
613722 293181;3451;
613723 254361;
613724 163684;
613728 284289;
613729 254351;
613730 306547;
613731 791;
613735 401986;
613740 154;
613743 168558;
613744 280763;
613750 791;
613751 450;
613752 88618;
613756 791;
613758 791;
613759 306550;
613762 242;
613763 441452;91492;98992;98993;98995;
613767 791;
613769 791;
613779 280133;
613780 91387;
613783 169147;
613789 169150;
613790 169150;
613791 331187;
613792 1620;
613794 791;
613795 284984;
613796 391311;
613800 2554;
613801 791;
613803 2554;
613804 2554;
613805 2554;
613806 171;
613807 244;
613808 244;
613809 791;
613810 791;
613811 2524;
613812 79302;
613818 280333;
613819 474;
613820 655;
613823 808;
613824 655;
613825 169150;
613826 65;
613827 791;
613828 36387;
613829 65;
613830 215;
613832 402082;
613834 404463;
613835 65;
613837 65;
613839 319651;
613843 65;
613845 363694;
613848 216812;666;
613849 216820;666;
613854 860;
613855 211067;
613856 49382;
613860 331190;
613861 791;
613862 791;
613863 36387;
613865 90636;
613869 280553;
613877 280356;
613881 154;
613882 34527;
613884 1587;
613885 564;
613908 276193;
613909 276183;
613912 169467;
613916 90636;
613925 2478;
613926 2478;
613930 2850;
613943 313;
613951 84;
613953 1334;
613954 275872;803;
613955 353220;
613956 1334;
613957 399805;
613958 171709;399808;
613960 379;
613970 178469;
613971 289266;
613972 618;
613977 280615;
613978 93616;
613980 334;
613981 90368;
613982 216812;216820;666;
613983 791;
613985 231214;231222;848;
613986 95494;
613987 1775;
613988 1775;
613989 1775;3322;
613990 1775;3322;
614008 280576;
614009 220443;
614017 244;
614018 280620;
614019 1083;
614020 88616;
614021 3286;
614022 334;
614025 140905;
614028 79506;
614035 90636;
614037 79507;
614038 3226;
614039 300570;
614042 2573;
614049 334;
614050 334;
614052 1194;
614053 254913;
614065 63273;
614066 280763;
614067 280763;
614069 2268;
614072 231512;79430;
614073 231500;79430;
614074 231512;79430;
614075 231512;79430;
614076 231531;79430;
614077 231537;79430;
614078 280586;
614079 1163;
614080 280633;
614082 84;
614083 84;
614089 1478;
614090 166282;
614091 93271;
614096 319504;
614097 926;
614098 435628;
614099 1515;
614100 171719;
614102 183675;
614103 77243;
614104 464306;
614105 289307;
614111 255138;765;
614113 178469;
614114 1052;
614115 280640;
614116 456318;
614120 2189;
614128 2364;284435;
614129 2855;
614131 656;
614134 250984;828;
614135 166002;
614149 79143;90390;
614152 90635;
614153 276198;
614156 276405;
614157 280654;
614160 275534;
614162 391487;
614165 29072;
614170 90354;
614171 280663;79430;
614172 228423;
614173 475;
614175 564;
614180 791;
614181 791;
614185 2623;
614186 65;
614187 293958;
614188 284149;
614190 189439;
614192 137634;
614196 656;
614198 590;98913;
614199 306507;
614200 73271;98886;
614201 73271;98885;
614202 88616;
614203 411602;
614204 247353;404546;
614205 2616;
614207 247262;
614208 88616;
614209 564;
614211 90635;
614212 263524;
614213 970;
614219 974;
614220 186;
614221 186;
614222 2510;
614223 2073;
614224 284247;
614225 2510;
614226 2162;
614228 284232;
614229 284271;
614230 284160;
614231 306558;
614233 79146;
614237 55654;
614238 55654;
614249 88616;
614250 2073;
614251 411602;
614252 231160;
614253 171836;
614254 178469;
614255 178469;
614256 178469;
614257 178469;
614261 294016;
614265 289504;
614266 99976;
614280 307;
614284 250984;828;
614286 52688;
614290 3307;
614291 145;
614292 98619;
614293 254688;99927;
614296 411590;
614298 289560;
614299 401874;
614300 289290;
614302 261;98853;
614303 293936;
614305 3152;
614307 79095;
614317 289365;
614318 289365;
614319 289365;
614320 1333;
614322 284282;
614323 79150;
614324 243;
614325 221150;
614326 1305;391646;
614327 289539;
614328 294023;
614329 88616;
614331 144;
614333 88616;
614335 1146;
614337 144;
614338 309031;309108;309111;
614340 88616;
614341 88616;
614342 88616;
614343 88616;
614344 88616;
614345 88616;
614346 88616;
614347 88616;
614350 144;
614369 397744;
614370 264675;
614371 99828;
614372 449306;
614373 300605;
614375 86;
614376 474;
614377 655;
614378 1515;
614379 169147;
614380 169147;
614381 88637;
614385 144;
614388 330050;
614395 39812;
614399 439212;
614407 329332;
614408 169189;
614409 320391;
614414 90636;
614415 90280;
614416 293925;
614417 163717;
614418 165805;
614420 300345;
614422 91492;98989;98992;
614424 220493;220497;2318;475;
614429 1480;
614430 98722;
614431 1480;
614432 1480;
614433 1478;
614434 90348;
614435 2248;
614436 300319;
614437 90349;
614438 293633;2962;
614441 2796;
614450 97927;
614455 93114;
614456 293822;
614457 352333;
614458 293955;
614462 401859;
614464 220493;475;
614465 2318;
614468 300359;
614470 268114;
614473 51608;
614474 98722;
614475 1478;
614480 300293;
614482 300313;
614483 2940;99810;
614485 3366;
614486 436169;
614487 313772;
614491 757;88939;
614492 757;88940;
614493 906;
614494 791;
614495 300525;757;
614496 300530;757;
614497 98938;
614498 435845;
614499 88616;
614500 1872;791;
614504 231183;886;
614507 300536;
614508 238722;
614514 743;
614521 3318;71493;
614524 2021;
614526 261272;
614527 261265;
614546 240869;
614557 300179;
614558 442835;
614559 313850;
614563 178469;
614564 313846;
614565 215;
614569 163634;
614576 464443;
614582 319509;
614583 2995;
614588 306734;
614592 313855;
614594 659;
614595 275555;
614602 84064;
614607 1465;
614608 1465;
614609 1465;
614613 280651;950;
614614 90635;
614615 475;
614616 314373;
614617 90636;
614618 3197;
614619 3197;
614621 178338;
614640 178338;
614643 899;
614650 280406;
614651 254898;
614652 255249;
614653 314381;
614654 319678;
614662 168588;
614665 314376;
614669 137888;
614671 370079;
614672 154;
614673 2512;
614675 314399;
614678 2254;
614679 244;
614688 269229;
614691 91492;
614692 97560;
614696 803;
614699 1572;
614700 445018;
614701 199;
614702 314637;
614706 314629;79262;
614707 97229;
614714 79152;
614723 976;
614727 314667;
614731 1331;
614732 85173;
614736 361;
614739 352328;
614741 447784;
614742 88;
614743 88;
614744 306530;
614748 306504;
614749 247262;
614750 353327;590;
614751 139536;
614753 420179;
614756 314647;
614779 450;
614800 391677;
614807 319160;
614808 803;
614809 329918;329931;54370;
614813 314394;
614814 974;
614815 2754;
614816 91387;
614817 401996;
614819 3449;
614820 2131;
614822 276234;
614823 402075;
614830 899;
614831 324262;363429;
614832 100033;88661;
614833 208447;268940;
614834 79102;
614837 432;478;
614838 432;478;
614839 432;
614840 432;478;
614841 432;
614842 432;
614844 2318;
614845 3156;
614846 314588;
614849 1930;
614850 1930;
614851 319675;
614852 2512;
614856 216812;666;
614857 26;369955;
614858 432;478;
614859 912;
614860 420492;
614861 90636;
614862 912;
614863 44;772;
614866 912;
614867 44;772;
614868 314689;
614869 231169;886;
614870 912;
614871 44;772;
614872 912;
614873 44;772;
614874 244;
614875 99646;
614876 912;
614877 44;772;
614878 324530;
614879 773;
614880 432;478;
614881 314485;
614882 912;
614883 912;
614885 44;772;
614886 912;
614887 912;
614889 319547;319574;
614890 319558;
614891 319552;
614892 319595;
614893 319600;
614895 99952;
614896 324321;
614897 478;
614898 319199;
614899 90636;
614900 124;
614915 137783;
614916 3286;
614920 44;772;
614921 319646;
614922 324535;
614923 308410;
614924 314051;
614926 2855;
614928 69084;
614929 69084;
614931 69084;
614932 319514;
614934 90636;
614935 244;
614936 79501;
614937 319189;
614940 1810;238468;
614941 238468;248;
614944 90636;
614945 90636;
614946 319519;
614947 319524;
614959 293181;
614961 324569;
614962 66628;
614963 179494;
614969 284339;
614970 220493;475;
614972 69665;
614973 398166;398173;
614974 398166;398189;
614976 65759;
614979 313800;
614990 231169;886;
615005 98784;
615006 3451;
615007 1980;
615008 2134;329903;357008;54370;
615009 329224;
615010 51;
615022 79394;
615023 79394;
615024 79394;
615025 329258;
615026 411712;
615028 412189;
615030 320411;
615031 320385;
615033 320380;
615034 420485;
615035 320375;
615040 391384;391389;
615041 899;
615042 329178;
615043 320370;
615048 276435;
615057 329255;
615058 215;
615059 55654;
615065 329457;
615066 216820;666;
615067 244;
615071 319671;
615072 93388;
615073 329466;
615074 363686;
615075 404473;
615081 399805;
615083 220460;447877;
615084 352447;
615085 667;
615092 54260;
615095 329228;
615102 289553;
615106 201;
615107 201;
615108 201;
615109 201;
615112 2704;
615113 2542;
615119 1561;
615120 590;98913;98914;
615122 238505;
615127 86814;
615134 618;
615135 268162;511;
615139 352712;
615145 98938;
615147 352718;
615155 438117;
615156 352470;
615157 1460;
615158 1460;
615159 1460;
615160 1460;
615162 357175;
615163 1872;
615170 357332;
615179 352745;
615181 588;899;
615182 356978;
615184 154;
615185 352670;
615188 91492;
615190 1775;3322;
615191 352682;
615193 140957;
615206 357237;
615207 357329;
615214 229717;33110;
615217 64753;
615219 2185;
615220 216812;216820;666;
615221 85193;
615222 178355;
615224 164736;
615225 352662;
615226 93334;
615228 254913;
615233 791;
615234 300298;
615235 154;
615236 137658;
615237 2301;
615238 435651;
615244 656;
615248 154;75249;
615249 899;
615266 432;478;
615267 478;
615268 1766;
615269 432;478;
615270 432;478;
615271 478;
615272 84;
615273 404454;
615274 91492;
615277 91492;
615278 1340;
615279 1340;
615280 1340;
615281 363412;
615284 363981;
615285 369852;
615286 363528;
615287 899;
615290 363447;363454;
615293 2591;
615294 244;
615297 974;
615298 3250;
615300 2855;
615312 370091;
615314 35098;35099;
615325 363543;
615327 79145;
615328 363523;
615330 363424;
615338 293181;352596;
615342 422;
615343 422;
615344 422;
615346 759;
615348 171430;
615349 75496;
615350 588;
615351 370959;370968;
615352 363623;
615355 648;
615356 369840;
615360 65;
615361 2238;428;
615362 352709;79262;
615363 785;
615368 363409;
615369 1942;2382;
615373 154;54260;
615374 1872;
615376 369867;
615377 334;
615378 334;
615381 363649;
615382 655;
615386 352403;
615387 397959;
615390 289365;
615395 352563;
615396 154;54260;
615397 564;
615398 369837;
615399 447;
615400 86814;
615401 228003;
615402 241;
615413 399805;399808;
615414 2512;
615415 294415;
615418 1369;
615419 371364;
615422 52430;
615424 52430;
615425 412181;
615426 803;
615429 90636;
615431 98619;
615433 1621;
615434 791;
615436 91387;
615438 370088;
615440 369913;
615441 3286;
615444 244;
615451 244;
615453 1460;
615458 369970;
615465 2117;
615468 397964;
615471 369897;
615473 1934;
615474 369929;
615476 369894;
615481 244;
615482 244;
615483 1980;
615485 352577;
615486 440427;
615490 397968;
615491 352654;
615493 356996;
615500 244;
615501 308400;833;99732;
615502 363611;
615503 93271;
615504 244;
615505 244;
615506 774;
615508 369992;
615510 869;
615511 45;
615512 868;
615513 397596;
615515 803;
615516 329195;
615517 247790;
615518 228000;
615522 324561;
615523 98974;
615524 2470;
615527 1334;
615528 2828;391411;
615529 35093;
615530 391411;
615537 178307;
615539 2953;
615540 90636;
615541 391307;
615544 2149;98892;
615545 99860;
615546 314679;
615547 398069;739;
615548 391397;
615550 124;
615551 306577;
615552 391384;391392;
615553 370943;
615554 50920;
615555 397685;
615557 31202;
615559 3261;
615560 2792;
615565 791;
615573 656;
615574 391376;
615575 139525;
615577 1572;293978;
615578 391348;
615582 91387;
615592 397787;
615593 431149;
615595 397593;
615596 370921;
615597 370924;
615598 140966;
615599 397951;
615604 440731;
615605 3337;
615607 169082;
615615 169160;
615616 217656;
615617 169160;
615619 70567;
615625 401849;
615629 90635;
615630 140969;474;
615631 98869;
615632 36386;
615633 474;93271;
615636 397715;475;
615637 397612;
615643 397725;
615649 90635;
615651 363540;
615654 90635;
615656 261183;
615658 431329;
615663 2510;
615665 2754;
615668 439822;
615670 93921;
615673 401768;
615674 79145;
615681 401785;
615683 401810;
615685 401780;
615686 401805;
615688 404553;
615696 79145;
615697 163717;
615703 397615;
615704 221043;
615705 404499;
615706 137888;
615707 437552;
615709 397927;
615710 293864;
615715 401764;
615716 247262;
615721 411709;
615722 401777;
615725 791;
615726 2309;
615728 2309;
615731 171430;171433;171436;171439;
615735 402003;
615744 33069;
615745 1344;
615750 401945;
615751 401948;
615752 268940;98889;
615758 280142;
615760 404437;
615761 404440;
615767 238569;
615768 412057;
615770 334;
615774 404466;
615777 1425;
615779 98722;
615780 791;
615785 171723;
615802 88616;
615803 411493;
615807 808;
615809 369920;
615816 443811;
615817 88616;
615821 65282;
615824 1460;
615828 178469;
615829 412069;
615830 189439;
615833 442835;
615834 352490;
615837 90636;
615838 1460;
615841 399805;
615842 399805;
615846 51;
615848 618;
615849 420584;
615851 247198;
615859 411986;
615860 1872;
615861 656;69061;
615862 655;
615863 329242;
615866 1465;
615871 442835;
615872 244;
615873 404448;
615877 424099;
615878 172;79304;
615879 404443;
615883 2593;
615885 55654;
615887 100033;88661;
615888 420566;
615889 135;99853;
615892 401942;
615895 329173;397937;
615896 170;
615897 420573;
615905 442835;
615907 79452;
615909 124;
615911 275872;
615916 154;
615917 420728;
615918 420733;
615919 438134;
615922 791;
615923 329191;
615924 363400;
615925 314811;
615934 425120;
615935 2805;
615937 83473;
615938 83473;
615942 88616;
615945 363710;
615947 444490;
615948 434179;
615952 438159;
615954 189427;
615957 423296;
615959 169186;
615960 370022;
615961 140941;
615962 786;
615963 289365;
615966 317425;
615969 168612;
615970 168615;
615972 35612;
615973 1872;
615974 90636;
615978 319581;
615979 88616;
615980 435660;
615981 110;
615982 110;
615983 110;
615984 110;
615985 110;
615986 110;
615987 110;
615988 110;
615989 110;
615990 110;
615991 110;
615992 110;
615993 110;
615994 110;
615995 110;
615996 110;
616000 86816;
616001 180188;
616002 656;
616004 248408;335;98881;
616005 397596;
616006 2136;
616007 436174;
616022 423384;
616025 247262;
616026 93111;
616028 974;
616029 423454;
616030 478;
616032 656;
616033 391408;
616034 431361;
616037 244;
616038 2671;
616039 435998;
616040 590;98914;
616042 90636;
616044 90635;
616050 436166;
616051 808;
616052 352479;
616053 423275;
616055 401953;
616056 442835;
616059 238722;
616063 79152;
616069 294023;
616078 436151;
616079 397758;
616080 2512;
616081 2254;
616083 436151;
616084 369861;
616094 445110;
616095 438075;
616099 420686;
616100 436159;
616106 247353;
616108 436245;
616111 1460;
616113 453533;
616115 47045;
616116 88616;
616117 436242;
616126 319563;
616127 453521;
616138 2855;
616139 3451;
616140 438114;
616145 1388;
616151 99000;
616152 99000;
616154 438178;
616155 443073;
616158 438213;438216;
616165 171430;171436;
616166 91387;
616171 808;
616172 36387;
616176 438207;
616187 435438;
616188 791;
616192 445062;
616193 88616;
616198 444013;
616199 456369;
616200 435953;
616201 435988;
616202 444072;
616204 363429;363432;
616208 803;
616209 457050;
616211 442835;
616212 1083;
616217 84081;
616219 233;91411;
616220 656;
616221 100031;100032;88661;
616222 254516;
616227 353327;590;
616228 353327;590;
616229 216812;666;
616230 424027;
616231 88635;
616233 443950;
616239 444458;
616247 101016;768;
616249 101016;768;
616258 439897;
616263 456312;
616265 263543;263548;
616267 459033;
616268 457193;
616269 457212;
616270 100031;88661;
616271 445038;
616276 457185;
616277 255241;
616279 91492;
616280 397735;
616282 444099;
616286 2680;
616287 2680;
616291 448251;
616294 2050;
616295 444138;
616298 85191;
616299 401862;
616300 474;
616304 590;98913;
616307 3156;
616311 2514;
616313 590;98913;
616314 590;98913;
616321 590;98913;
616322 590;98913;
616323 590;98913;
616324 590;98913;
616325 590;98913;
616326 590;98913;
616329 552;
616330 590;98914;
616331 3107;97360;
616335 2518;
616339 442835;
616340 90635;
616341 1934;1935;3451;
616346 2382;442835;
616353 1775;3322;
616354 397709;
616355 457279;
616357 90635;
616361 411602;
616362 457284;
616366 442835;
616367 443995;
616368 444077;
616369 444069;
616370 457406;
616371 2032;
616373 2032;
616389 215;
616390 33364;
616393 178469;
616394 791;
616395 33364;
616399 130;
616400 448264;
616402 2512;
616409 442835;
616410 458798;
616411 464440;
616413 1980;
616414 444092;
616415 220460;454840;
616418 34527;
616421 1942;
616425 242;
616428 98938;
616430 447954;
616433 447737;
616435 84;
616436 101046;
616437 275864;275872;803;
616439 275872;
616445 1334;
616449 464738;
616452 464336;
616455 3473;
616457 448010;
616460 88616;
616461 101046;
616462 1200;
616468 891;
616469 791;
616470 75840;
616471 610;
616479 329336;
616481 244;
616482 85165;
616483 464724;
616486 2512;
616490 475;
616491 447964;
616494 88637;
616500 1561;
616501 1561;
616502 1872;
616505 90120;
616507 216820;666;
616509 91492;98994;
616511 552;
616515 90636;
616516 261;98855;
616517 49382;
616531 268940;98889;
616532 1930;
616534 319487;
616535 319487;
616538 370997;899;
616540 457265;
616541 436182;
616544 791;
616546 397715;
616549 447974;
616553 3322;397692;
616559 648;
616562 791;
616564 648;
616566 2311;
616568 251627;251630;
616570 1466;191;
616576 1572;
616577 457351;
616579 178469;
616580 453499;453504;
616583 459051;
616586 447760;
616589 974;
616602 35098;35099;63440;
616603 90348;
616606 1440;
616617 3220;
616629 3156;
616631 79152;
616636 431166;
616638 457485;
616640 324290;
616645 293181;
616647 457375;
616649 822;
616651 353298;
616654 475;
616657 447997;
616680 459056;
616681 2512;
616684 391351;
616687 435387;
616689 3202;
616697 90635;
616705 90636;
616707 90635;
616708 284169;
616720 590;98913;98914;
616723 457395;
616724 99798;
616726 244;
616730 656;
616734 2505;
616738 71289;
616739 88616;
616749 450;
616756 464282;
616760 170;
616777 808;
616781 475;
616784 475;
616788 199306;
616789 369891;
616792 635;
616795 458803;
616801 371364;
616803 313884;313892;
616806 654;
616809 247262;
616817 391408;
616835 2554;
616840 2828;
616849 93388;
616851 91492;
616852 447977;
616858 201;
616859 401866;
616860 255132;
616868 103908;
616873 317473;
616882 164736;
616887 88616;
616892 656;
616893 656;
616894 3107;97360;
616897 457378;
616898 261190;
616901 459061;
616903 413687;
616910 2268;
616911 2268;
616914 300382;
616938 1465;
616941 229717;33110;
616943 33364;
616949 404493;
616950 399805;
616958 90636;
616963 300547;
616968 90635;
616969 90635;
617004 2924;
617008 210141;
617011 457359;
617014 420702;
617017 443950;
617022 464366;
617023 791;
617025 64754;
617026 2524;
617028 88616;
617035 466729;
617039 466729;
617041 233;
617047 75249;
617055 157820;
617063 2554;
617065 3451;
617069 254886;
617070 329314;
617072 424261;
617073 99798;
617075 150;
617080 306;
617090 2512;
617091 244;
617092 244;
617105 1935;442835;
617106 442835;
617108 157798;
617113 2382;
