Transcript(ucsc/known) exons start end
uc003ntp.1 2 31496738 31498008
uc003ntu.3 11 31497995 31510252
uc003nty.1 1 31504150 31504226
uc003nua.3 3 31512227 31514625
uc003nub.3 4 31515352 31526606
uc003nui.4 4 31543343 31546112
uc003nuj.3 3 31544291 31546112
uc003nuk.3 4 31548335 31550202
uc003nuv.2 4 31556659 31560762
uc003nuy.3 6 31583032 31584798
uc003nvc.4 31 31588449 31605554
uc003nvd.3 1 31590855 31590987
uc003nvf.4 25 31606804 31620170
uc003nvl.3 6 31623670 31625987
uc003nvm.1 1 31626074 31628549
uc003nvr.1 7 31633656 31637843
uc003nvu.2 3 31644460 31648150
uc003nvy.2 20 31654725 31671137
uc003nwa.1 6 31674683 31678372
uc003nwc.2 3 31680112 31681842
uc003nwh.3 3 31686424 31689511
uc003nwq.3 7 31694816 31698039
uc003nwr.3 6 31698357 31704341
uc003nwu.2 25 31707724 31730945
uc003nwz.4 14 31727201 31732624
uc003nxe.3 30 31745296 31763712
uc003nxg.3 5 31765168 31774761
uc003nxh.3 2 31777395 31782835
uc003nxj.3 1 31783290 31785719
uc003nxk.2 1 31795511 31798031
uc003nxo.1 1 31803039 31803103
uc003nxp.3 1 31804852 31804916
uc003nxq.4 6 31826828 31830709
uc003nxz.1 28 31847536 31865464
uc003nyd.1 2 31867393 31869769
uc003nyk.3 11 31919863 31926864
uc003nyn.1 28 31926580 31937532
uc003nyp.1 7 31937587 31940032
uc003nyv.3 8 31939645 31949223
uc003nza.3 2 31981166 31981961
uc003nze.2 10 32006092 32009447
uc003nzl.2 44 32008931 32077151
uc003nzn.3 18 32083044 32096017
uc003nzr.3 2 32096483 32098067
uc003nzt.3 4 32116139 32119720
uc003nzw.3 9 32121228 32131458
uc003oab.1 9 32132355 32136313
uc003oae.3 7 32135982 32143916
uc003oap.2 11 32148744 32152099
uc003oav.1 9 32152509 32157963
uc003oaz.3 8 32158542 32163300
uc003obb.3 30 32162619 32191844
uc003obd.1 2 32223487 32233615
uc003obg.1 6 32362512 32374900
uc003obh.3 5 32407618 32412826
uc003obj.3 6 32485153 32498006
uc003obn.1 6 32520489 32527779
uc003obr.3 5 32605182 32611429
uc003obx.3 5 32709162 32714664
uc003oby.4 5 32723874 32731330
uc003ocd.3 13 32793186 32806547
uc003oce.3 6 32808493 32811816
uc003ocg.3 11 32812985 32821748
uc003oci.2 2 32861952 32871535
uc003ocl.2 6 32902405 32908847
uc003ocm.2 5 32916390 32920899
uc003ocr.3 5 32971959 32977389
uc003ocs.2 5 33032345 33041454
uc003ocu.2 6 33043702 33057473
uc003ocv.1 3 33080292 33086926
uc003ocx.1 66 33130468 33160245
uc003odc.4 10 33161361 33168473
uc003odf.3 8 33168602 33172214
uc003odi.2 9 33172413 33174608
uc003odj.1 1 33175611 33175721
uc003odk.3 7 33176285 33180499
uc003odm.1 20 33218048 33239662
uc003odp.1 6 33239851 33244281
uc003odr.3 1 33244916 33246602
uc003ods.3 15 33246879 33257304
uc003odv.3 18 33259430 33267165
uc003odz.3 7 33271409 33282164
uc003oef.4 11 33359312 33377699
uc003oeh.3 15 33378772 33384230
uc003oen.1 6 33384318 33386065
uc003oeq.3 2 33422355 33425320
uc003oes.3 6 33540322 33548070
uc003oew.1 2 33553882 33561115
uc003ofa.2 4 33664537 33679528
uc003ofb.2 6 33689442 33714762
uc003off.1 5 33762448 33771793
uc003ofh.3 1 33838045 33838090
uc003ofi.3 1 33839233 33839264
uc003ofj.3 1 33839352 33839408
uc003ofk.1 1 33839981 33840022
uc003ofl.1 1 33842348 33842378
uc003ofq.3 1 33844700 33844792
uc003ofr.3 1 33844863 33844894
uc003ofs.2 1 33844970 33845008
uc003oft.3 1 33845360 33845396
uc003ofv.3 1 33846086 33846117
uc003ofx.2 1 33847406 33847467
uc003ofy.3 1 33848971 33849014
uc003ofz.3 1 33849611 33849646
uc003oga.3 1 33850091 33850129
uc003ogb.3 1 33850752 33850802
uc003ogd.1 1 33853739 33853784
uc003ogg.3 1 33856385 33856426
uc003ogh.2 1 33857070 33857107
uc003ogj.2 3 33857287 33864684
uc003ogk.3 1 33859438 33859469
uc003ogl.4 1 33860253 33860321
uc003ogm.1 1 33860597 33860626
uc003ogq.2 1 33865514 33865551
uc003ogs.3 1 33865676 33865716
uc003ogt.3 1 33866162 33866196
uc003ogu.1 1 33866237 33866270
uc003ogw.3 1 33866586 33866625
uc003ogx.1 1 33866715 33866821
uc003ogz.3 1 33867037 33867088
uc003oha.3 1 33867289 33867326
uc003ohc.2 1 33867725 33867771
uc003ohd.2 1 33868324 33868393
uc003ohe.3 1 33868573 33868611
uc003ohf.1 1 33868660 33868690
uc003ohj.3 1 33870425 33870477
uc003ohl.2 1 33871585 33871620
uc003ohn.3 1 33871876 33871911
uc003ohp.2 1 33871993 33872081
uc003ohr.2 1 33872410 33872461
uc003ohs.3 1 33872530 33872570
uc003ohu.3 1 33872810 33872888
uc003ohv.3 1 33873015 33873067
uc003ohw.3 1 33873506 33873573
uc003ohx.2 1 33873784 33873832
uc003ohy.3 1 33874158 33874217
uc003ohz.3 1 33874314 33874453
uc003oid.3 1 33876097 33876158
uc003oie.3 1 33876660 33876700
uc003oif.3 1 33876730 33876837
uc003oih.3 1 33877543 33877580
uc003oik.3 1 33878303 33878378
uc003oil.1 1 33878523 33878554
uc003oim.3 1 33878770 33878816
uc003oin.3 2 33878878 33885985
uc003ojh.3 5 34214156 34216904
uc003ojj.3 1 34247455 34249545
uc003ojp.4 10 34482648 34503000
uc003ojq.2 6 34505578 34524110
uc003ojr.2 5 34555065 34664625
uc003ojt.2 6 34724870 34741634
uc003oju.4 21 34759793 34845291
uc003ojw.2 5 34845554 34855848
uc003ojx.4 24 34857037 35059190
uc003okd.2 10 35085848 35109187
uc003oke.3 2 35172921 35178950
uc003okf.1 22 35182189 35218609
uc003oki.1 14 35227509 35263760
uc003okk.3 11 35265594 35289548
uc003okm.3 8 35310334 35395968
uc003oko.1 10 35420137 35434881
uc003okp.1 6 35436177 35438558
uc003oku.4 13 35441373 35464861
uc003okv.4 15 35465650 35480647
uc003okx.2 11 35541361 35656719
uc003ola.3 6 35704858 35716685
uc003old.4 3 35748830 35755841
uc003ole.2 3 35762758 35765121
uc003olg.1 4 35773070 35791852
uc003olj.3 16 35800810 35888957
uc003olm.3 20 35911290 35992305
uc003olq.3 12 35995453 36079013
uc003ols.4 12 36098260 36112301
uc003olu.3 3 36125844 36163947
uc003olv.4 13 36164549 36200567
uc003oly.3 12 36283534 36304662
uc003omb.3 8 36333970 36355577
uc003omd.2 5 36358328 36410666
uc003ome.3 8 36410543 36458315
uc003omh.3 14 36461668 36515247
uc003omj.3 6 36562089 36572244
uc003omr.1 21 36708554 36807220
uc003omt.1 5 36807549 36816400
uc003omu.2 4 36822605 36842800
uc003omw.3 8 36853639 36896740
uc003ona.3 7 36922208 36932613
uc003ond.2 12 36935910 36954327
uc003onk.3 6 37137921 37143204
uc003onl.3 4 37179953 37225413
uc003onn.3 13 37225547 37300746
uc003onq.4 8 37321747 37362514
uc003ons.3 24 37400906 37449284
uc003ont.3 4 37450696 37467700
uc003onu.1 17 37600283 37665766
uc003onx.3 6 37787306 38122399
uc003oob.1 1 38147073 38149010
uc003ooc.3 6 38643701 38670952
uc003oof.2 5 38874270 38920883
uc003ooj.4 13 39016556 39055520
uc003ook.1 2 39071839 39082865
uc003oon.3 5 39156746 39197251
uc003ooo.3 5 39266776 39282237
uc003ooq.3 6 39282473 39290330
uc003oot.2 23 39302875 39693181
uc003oow.3 25 39760158 39872653
uc003ooz.2 1 39851291 39854344
uc003opb.3 10 39872033 39895455
uc003opf.1 3 40312083 40323745
uc003opg.2 2 40346162 40347631
uc003oph.1 3 40359372 40555126
uc003opi.3 9 40994639 41006938
uc003opj.3 4 41010236 41012076
uc003opk.3 3 41010236 41012076
uc003opl.3 3 41020939 41032630
uc003opm.3 6 41034530 41040188
uc003opo.3 10 41040706 41070146
uc003opy.3 5 41126243 41130924
uc003oqb.3 5 41176291 41185685
uc003oqc.3 6 41196061 41206120
uc003oqe.1 1 41217114 41217327
uc003oqf.2 4 41242998 41254457
uc003oqh.2 5 41303527 41318625
uc003oqk.2 3 41470181 41487590
uc003oql.3 17 41514163 41570122
uc003oqq.4 5 41606194 41621982
uc003oqu.2 9 41651715 41703997
uc003oqx.2 4 41658400 41701566
uc003ora.2 9 41704448 41715139
uc003orc.1 7 41737913 41747630
uc003orh.1 1 41757633 41760146
uc003ori.3 7 41765382 41863099
uc003ork.3 4 41873091 41888877
uc003orl.3 7 41888964 41900784
uc003orn.3 5 41902670 41909552
uc003ors.3 9 42018250 42048644
uc003orw.2 5 42068856 42110715
uc003orx.3 6 42123143 42147794
uc003orz.3 4 42151021 42162694
uc003osa.4 7 42174538 42185633
uc003osd.2 18 42192668 42419783
uc003osk.3 3 42664332 42690358
uc003osl.3 1 42712233 42713884
uc003osp.1 12 42788793 42836296
uc003osq.1 6 42847670 42854731
uc003osv.3 1 42855730 42857576
uc003osw.3 1 42858002 42858554
uc003ota.4 6 42896859 42907008
uc003otd.3 6 42928499 42931618
uc003ote.1 1 42929294 42929645
uc003otf.3 17 42931610 42946981
uc003oth.4 16 42952236 42980083
uc003otk.3 4 42979966 42981618
uc003otl.3 11 42981840 42989036
uc003otp.1 7 42989384 42997337
uc003ots.1 7 43021766 43027242
uc003otw.1 16 43027628 43042833
uc003oui.3 7 43138919 43149244
uc003ouk.3 41 43149921 43192325
uc003ouo.3 4 43193366 43197211
uc003ouq.1 15 43211221 43255997
uc003out.3 10 43265997 43273276
uc003ouu.1 8 43273210 43276530
uc003oux.3 10 43303807 43337181
uc003ouy.1 22 43395291 43418163
uc003ovb.3 6 43418089 43423786
uc003ovk.2 6 43474702 43478081
uc003ovl.2 9 43479564 43484728
uc003ovn.3 9 43484776 43489246
uc003ovp.3 32 43490067 43543812
uc003ovq.4 11 43543877 43588260
uc003ovs.3 12 43588217 43596936
uc003ovu.3 4 43597278 43608688
uc003ovx.2 6 43612766 43638748
uc003ovy.2 6 43638933 43655549
uc003owh.3 8 43737945 43754223
uc003owl.1 4 43812607 43820054
uc003owm.1 5 43964176 44042389
uc003own.3 4 43968336 43973694
uc003owp.3 3 44081372 44095191
uc003owr.3 24 44095375 44123256
uc003owt.1 23 44126547 44152139
uc003owy.2 13 44191240 44201888
uc003oxd.3 4 44221837 44225283
uc003oxe.1 6 44225902 44233525
uc003oxh.2 3 44238479 44247182
uc003oxi.2 5 44247896 44265458
uc003oxl.3 16 44355250 44418161
uc003oxm.3 2 44698854 44705093
uc003oxp.4 11 44794466 45345788
uc003oxv.3 6 45866189 46048085
uc003oxy.3 4 46097700 46114436
uc003oxz.1 4 46127761 46138717
uc003oyc.2 5 46188466 46459060
uc003oye.3 3 46459788 46501217
uc003oyf.1 12 46517444 46620523
uc003oyh.3 9 46620651 46645927
uc003oyj.3 4 46655611 46672056
uc003oyo.3 21 46820241 46889714
uc003oys.3 4 46871209 46877766
uc003oyt.3 15 46967812 47010082
uc003oyv.3 6 47199267 47277680
uc003oyw.3 18 47445524 47594996
uc003oyy.3 11 47624325 47665533
uc003oza.1 10 47666288 47689757
uc003ozc.3 7 47749774 47794116
uc003ozg.4 13 49398072 49431041
uc003ozh.1 9 49431095 49460820
uc003ozi.3 6 49467670 49495777
uc003ozk.4 10 49572889 49604587
uc003ozo.3 9 49660070 49681303
uc003ozs.3 8 49695091 49712168
uc003ozu.3 1 49753363 49755053
uc003ozv.1 5 49783205 49792479
uc003ozw.2 8 49801978 49834218
uc003ozy.2 3 49913813 49917157
uc003pac.3 2 49986555 49989694
uc003paf.3 8 50681256 50740746
uc003pag.3 7 50786438 50815326
uc003pah.1 67 51480144 51952423
uc003paj.1 1 52009146 52009232
uc003pak.1 3 52051184 52055436
uc003pam.1 3 52101483 52109298
uc003pao.4 2 52226925 52272575
uc003pap.4 11 52284993 52360583
uc003paq.3 11 52362199 52441862
uc003pat.2 3 52441999 52448791
uc003paw.3 2 52529198 52533951
uc003pax.3 5 52535883 52551385
uc003pay.3 7 52614884 52628361
uc003paz.3 7 52656177 52668664
uc003pba.1 7 52696540 52710893
uc003pbb.3 7 52761438 52774496
uc003pbf.3 7 52842745 52860178
uc003pbi.2 14 52866097 52926600
uc003pbp.3 6 52991759 53013624
uc003pbw.2 16 53362139 53409927
uc003pby.1 5 53426086 53481967
uc003pcb.4 3 53512698 53530506
uc003pcc.1 1 53516383 53518904
uc003pcd.1 14 53659533 53788919
uc003pce.3 4 53794843 53862465
uc003pcj.2 11 54173202 54254950
uc003pck.4 5 54711568 54809897
uc003pcl.3 7 55039070 55147418
uc003pcm.1 9 55192266 55267291
uc003pcn.3 10 55299170 55444012
uc003pcq.3 7 55620237 55740375
uc003pcs.3 30 55921387 56112378
uc003pdj.3 4 56911383 56920023
uc003pdm.2 15 56954807 57035098
uc003pdq.1 4 56979708 57037011
uc003pdr.3 3 57037103 57050012
uc003pdt.3 7 57053581 57087078
uc003pdx.3 16 57182421 57513376
uc003pea.1 1 58264403 58264435
uc003peg.2 9 62389864 62996100
uc003peh.3 4 63985855 64029882
uc003pel.3 6 64281919 64293489
uc003pep.1 15 64356431 64424405
uc003pes.1 3 68590880 68599051
uc003pev.4 32 69345631 70099403
uc003pfa.3 16 70385640 70507049
uc003pfc.1 51 70576447 70922157
uc003pfg.4 38 70925742 71012786
uc003pfj.3 20 71136141 71270877
uc003pfq.1 3 71276624 71298606
uc003pfr.3 11 71377478 71571716
uc003pfv.3 4 71571068 71666788
uc003pfx.1 7 71998476 72012230
uc003pfy.1 1 72113253 72113324
uc003pfz.1 4 72124148 72130448
uc003pga.4 34 72596405 73112845
uc003pgm.4 3 73933267 73935175
uc003pgn.4 4 73951037 73972907
uc003pgq.3 3 73977773 74001061
uc003pgs.2 3 74062784 74063999
uc003pgt.4 3 74072399 74073898
uc003pgu.4 3 74078279 74079515
uc003pgw.3 17 74104284 74127289
uc003pgx.1 5 74134855 74162043
uc003pgy.4 13 74171453 74211179
uc003phj.3 8 74225472 74230755
uc003phn.4 11 74303101 74363737
uc003pho.1 2 74403625 74405743
uc003php.3 33 74405507 74538041
uc003phr.3 4 74779166 75400443
uc003phs.3 66 75794041 75915623
uc003phv.2 4 75947390 75953644
uc003phw.2 7 75962637 75994632
uc003pia.3 6 76017799 76203496
uc003pid.4 24 76311621 76427994
uc003pih.1 35 76458908 76629254
uc003pik.1 17 76631061 76782335
uc003pil.1 1 78171947 78173120
uc003pim.4 4 79577260 79608135
uc003pir.3 40 79644135 79788011
uc003piv.2 2 79943390 79946517
uc003piw.2 3 80017385 80023101
uc003pix.3 8 80194707 80247147
uc003piz.1 4 80340999 80413369
uc003pja.4 6 80624528 80657315
uc003pjc.3 22 80714321 80752244
uc003pje.2 10 80816343 81055987
uc003pjg.3 3 82455446 82462428
uc003pji.3 2 82523002 82523909
uc003pjl.1 29 82879955 82957448
uc003pjo.3 2 83073960 83077133
uc003pjp.2 10 83602185 83775545
uc003pjx.4 3 83903031 83906256
uc003pjy.3 14 83920109 84140938
uc003pjz.3 2 84222193 84235421
uc003pka.3 29 84262604 84418847
uc003pke.3 4 84562984 84567234
uc003pkf.3 16 84569369 84670146
uc003pkg.4 4 84743419 84800605
uc003pkl.2 8 85442215 85473954
uc003pkm.3 2 86096936 86099904
uc003pko.4 9 86159301 86205509
uc003pkr.3 29 86215214 86303629
uc003pla.2 11 86323692 86353043
uc003plb.4 5 86386724 86388438
uc003ple.2 1 86387011 86387086
uc003pli.3 2 87647023 87726397
uc003plm.4 8 87865268 87973406
uc003plo.2 3 87992696 88038996
uc003plq.1 3 88032305 88052043
uc003plv.3 13 88117689 88174191
uc003pme.3 20 88224095 88299735
uc003pmg.3 20 88299784 88377172
uc003pmk.3 5 88384577 88411985
uc003pmm.3 5 88494577 88621449
uc003pmn.3 7 88757506 88776550
uc003pmq.4 2 88849584 88875767
uc003pmr.2 16 89319988 89673348
uc003pmv.3 2 89790428 89794879
uc003pmz.4 7 89855768 89875288
uc003pna.2 10 89887222 89927496
uc003pnb.3 9 89966839 90025018
uc003pnc.3 8 90036343 90062619
uc003pnd.4 7 90074334 90121995
uc003pni.4 16 90142896 90343553
uc003pnm.3 3 90341942 90348474
uc003pnn.1 102 90353230 90529442
uc003pnw.3 7 90636246 91006627
uc003pnz.2 17 91223291 91297020
uc003pod.3 4 92338753 92400146
uc003poe.3 17 93949739 94129300
uc003poj.2 10 94416800 94486199
uc003poo.2 5 96025372 96057328
uc003pop.4 3 96463844 96663488
uc003por.3 19 96969701 97003151
uc003pot.2 6 97010423 97064512
uc003pou.3 2 97241997 97285353
uc003pow.3 3 97337186 97345767
uc003ppb.3 25 97590036 97731052
uc003ppd.1 5 97753512 98156726
uc003ppe.3 1 99282579 99286666
uc003ppf.1 9 99321600 99395849
uc003ppj.4 6 99720792 99797531
uc003ppk.3 7 99817347 99842082
uc003ppp.4 11 99847840 99873207
uc003ppu.3 1 99872797 99875596
uc003ppx.2 18 99880183 99963252
uc003pqe.3 12 99990262 100016690
uc003pqg.1 4 100054649 100063454
uc003pqi.1 6 100367785 100442114
uc003pqj.4 11 100836749 100911811
uc003pqk.3 42 100956607 101329224
uc003pqp.4 16 101846860 102517958
uc003pqu.1 24 105175967 105307794
uc003pqv.2 4 105404922 105531207
uc003pqx.3 8 105544698 105584543
uc003pqz.3 4 105585561 105617819
uc003prb.3 4 105605774 105627858
uc003prc.3 15 105725441 105850999
uc003prd.2 7 106534194 106557814
uc003prf.3 8 106632351 106773695
uc003prh.3 20 106959304 107018334
uc003prj.3 9 107018902 107077373
uc003prm.3 11 107077440 107116292
uc003prn.1 6 107165326 107193879
uc003prp.3 2 107218004 107222877
uc003prq.3 4 107349406 107372547
uc003prs.2 5 107386384 107435636
uc003prt.2 8 107473760 107780779
uc003prx.3 7 107811316 107982513
uc003psc.4 21 108188959 108279482
uc003psd.3 6 108362612 108395941
uc003psf.1 2 108444839 108479222
uc003psg.3 9 108487214 108510013
uc003psh.3 4 108532716 108582464
uc003psj.3 13 108616097 108844251
uc003psm.2 3 108882068 109005971
uc003psq.4 4 109080363 109090321
uc003pss.4 18 109169618 109295352
uc003psu.3 10 109307639 109415708
uc003psy.4 11 109450506 109485115
uc003pta.2 10 109557816 109591717
uc003ptb.1 5 109615505 109629423
uc003ptc.1 8 109659677 109676151
uc003pte.3 6 109687716 109703762
uc003pti.3 10 109761930 109765122
uc003ptk.3 25 109765265 109777190
uc003ptl.1 7 109783718 109804440
uc003ptn.2 41 109814058 110012415
uc003ptt.2 23 110012423 110146634
uc003ptu.3 1 110300297 110301924
uc003pty.1 9 110421021 110501207
uc003pua.3 15 110501586 110553422
uc003puc.3 5 110713382 110736753
uc003puf.3 8 110745891 110797844
uc003puh.1 13 110931180 111136412
uc003puj.1 1 111133327 111136191
uc003puk.1 9 111195986 111216913
uc003pum.3 6 111279762 111289091
uc003pun.3 10 111303290 111346794
uc003puq.3 1 111367621 111368757
uc003pus.3 6 111408780 111544606
uc003puv.4 4 111580481 111590261
uc003puy.4 32 111620233 111804432
uc003pvc.4 1 111816121 111816969
uc003pvf.4 9 111876580 111927477
uc003pvh.3 11 111981534 112041265
uc003pvo.3 5 112375370 112390887
uc003pvq.3 12 112391859 112408751
uc003pvs.3 4 112408673 112423993
uc003pvu.3 39 112429133 112575917
uc003pvx.1 3 112668531 112672498
uc003pvy.4 2 114178526 114184652
uc003pwa.3 3 114189178 114194512
uc003pwb.2 4 114225550 114242806
uc003pwd.2 14 114257319 114292359
uc003pwf.3 10 114290864 114661899
uc003pwg.4 2 114376749 114384041
uc003pwi.1 8 116262692 116381921
uc003pwj.3 12 116421998 116566853
uc003pwm.3 3 116440084 116447296
uc003pwn.3 1 116571130 116575261
uc003pwp.4 1 116596021 116601280
uc003pws.3 6 116601282 116759442
uc003pwv.4 3 116782532 116784934
uc003pwy.3 2 116832807 116839709
uc003pxd.3 7 116892582 116914436
uc003pxe.2 6 116937641 116954148
uc003pxf.2 10 116956780 116989973
uc003pxg.1 1 116999739 117001922
uc003pxh.3 15 117002366 117063030
uc003pxi.2 4 117073359 117086886
uc003pxj.1 6 117113247 117150198
uc003pxm.3 19 117198375 117253326
uc003pxn.3 4 117586720 117594728
uc003pxp.1 43 117609529 117747018
uc003pxs.3 15 117803819 117891020
uc003pxw.3 5 117996616 118031886
uc003pxx.4 8 118228688 118638839
uc003pya.2 14 118781934 119031238
uc003pye.3 2 118869441 118881587
uc003pyj.3 18 119280995 119399812
uc003pym.2 13 119498365 119670931
uc003pyn.3 6 119773711 119812467
uc003pyo.1 32 121400626 121655644
uc003pyr.3 2 121756744 121770873
uc003pyu.2 13 122720695 122754264
uc003pyw.1 1 122757933 122760368
uc003pyy.1 10 122764492 122792952
uc003pzc.4 5 122973873 123047518
uc003pzf.3 4 123100645 123105218
uc003pzg.3 8 123109970 123130864
uc003pzi.1 6 123317581 123385063
uc003pzj.2 41 123537483 123958238
uc003pzm.1 3 123760748 123792901
uc003pzo.3 7 124125068 125146786
uc003pzq.3 7 125229391 125284173
uc003pzs.3 9 125304513 125404661
uc003pzu.1 7 125474878 125584644
uc003qaa.1 6 125596495 125623282
uc003qac.3 2 126039386 126070336
uc003qad.3 5 126070731 126082415
uc003qai.3 16 126111908 126253176
uc003qal.4 5 126277860 126301389
uc003qam.3 13 126307575 126360420
uc003qao.3 3 126661252 126669754
uc003qaq.1 10 126698800 127440994
uc003qar.3 5 127440047 127518184
uc003qax.3 6 127609856 127663552
uc003qbd.3 12 127759550 127840500
uc003qbh.4 6 127898318 127912963
uc003qbn.3 64 129204285 129837710
uc003qbq.3 22 129800757 129873731
uc003qbr.3 15 129898239 130031370
uc003qbs.3 5 130152388 130182416
uc003qbt.3 23 130339727 130462594
uc003qch.2 20 131160487 131384462
uc003qck.4 8 131456825 131604675
uc003qcp.2 8 131894343 131905472
uc003qcs.2 29 131907877 131949379
uc003qcv.3 25 131958374 132068550
uc003qcz.3 5 132269316 132272518
uc003qdc.3 2 132455117 132468198
uc003qdf.3 12 132617193 132722664
uc003qdg.2 10 132778662 132834337
uc003qdk.2 1 132909730 132910877
uc003qdl.1 2 132938288 132945414
uc003qdm.1 1 132966122 132967142
uc003qdo.3 7 133001996 133035194
uc003qdt.3 7 133065008 133079033
uc003qdw.1 14 133090506 133119747
uc003qdx.3 6 133135707 133138703
uc003qdy.1 1 133136445 133138490
uc003qdz.3 6 133409218 133427717
uc003qed.4 20 133562494 133853258
uc003qeg.1 9 133823389 134210120
uc003qeh.2 3 134142284 134175130
uc003qei.4 2 134210258 134213393
uc003qek.2 1 134216640 134219157
uc003qem.1 5 134308718 134373789
uc003qeo.4 14 134490383 134639196
uc003qer.1 5 134749385 134800051
uc003qet.3 3 134758853 134825158
uc003qev.1 11 134846455 134930796
uc003qew.3 7 135238527 135271260
uc003qez.2 18 135281516 135376036
uc003qfh.3 16 135502452 135540311
uc003qgj.3 27 135605109 135818903
uc003qgp.3 13 136172833 136516709
uc003qgq.1 8 136175173 136546762
uc003qgt.1 8 136552167 136571449
uc003qgx.1 13 136578000 136610989
uc003qhc.3 30 136878186 137113656
uc003qhd.3 10 137143701 137235072
uc003qhe.3 2 137243401 137246776
uc003qhg.4 3 137303295 137314368
uc003qhj.3 7 137321107 137366298
uc003qhl.3 7 137464956 137494785
uc003qho.2 7 137518620 137540567
uc003qhp.1 1 137813335 137815531
uc003qhq.2 4 138144806 138189370
uc003qht.2 3 138409641 138428660
uc003qhu.3 34 138483052 138665800
uc003qhv.3 1 138537126 138539627
uc003qhw.1 4 138725335 138734582
uc003qia.1 2 139012957 139018187
uc003qid.2 4 139046347 139094816
uc003qie.3 6 139094656 139114456
uc003qil.2 3 139349818 139364439
uc003qin.3 4 139456248 139501946
uc003qiq.1 4 139790131 139795733
uc003qir.3 3 140092209 140181608
uc003qis.3 4 140297466 140414858
uc003qit.1 5 141902805 142351554
uc003qiu.3 3 142396744 142409936
uc003qiw.3 8 142468409 142542085
uc003qjd.3 10 143072603 143266338
uc003qje.2 3 143287558 143358719
uc003qjh.3 6 143382022 143661441
uc003qjj.3 6 143743968 143771841
uc003qjl.3 12 143771917 143811751
uc003qjm.3 7 143815948 143833020
uc003qjo.1 3 143875466 143883185
uc003qjs.3 11 144164507 144184943
uc003qjt.1 1 144175205 144177090
uc003qkf.3 7 144261436 144329541
uc003qkr.1 1 144416017 144416754
uc003qks.4 2 144471653 144513076
uc003qkt.3 74 144612872 145174170
uc003qkw.3 4 145946439 146056991
uc003qkz.1 1 146110405 146113109
uc003qla.3 3 146119271 146135921
uc003qlb.3 4 146136011 146207721
uc003qlf.3 30 146205944 146285233
uc003qln.1 3 146864827 146876086
uc003qls.2 6 147162524 147237021
uc003qlt.2 11 147162524 147525750
uc003qma.4 4 147646094 147661829
uc003qmc.2 2 147829827 147891157
uc003qmd.4 1 148048811 148051503
uc003qme.1 20 148663728 148873184
uc003qmg.3 8 149068270 149398126
uc003qmh.2 3 149275396 149285820
uc003qml.3 1 149721494 149722182
uc003qmo.2 13 149825630 149867238
uc003qmq.1 8 149887527 149912067
uc003qms.3 11 149916010 149969940
uc003qmu.2 8 149979288 150039392
uc003qmz.3 8 150045456 150067688
uc003qne.3 8 150070830 150132557
uc003qng.2 7 150139893 150185480
uc003qni.2 2 150184633 150240644
uc003qnl.1 4 150209600 150212170
uc003qnn.3 2 150255662 150257455
uc003qno.3 5 150263135 150270368
uc003qnp.3 5 150285142 150294846
uc003qnq.3 4 150319154 150326280
uc003qns.3 4 150385720 150390283
uc003qnt.3 4 150464187 150571528
uc003qnx.2 6 150690027 150725765
uc003qny.1 17 150920998 151164799
uc003qod.3 3 151517807 151549592
uc003qoh.3 3 151685249 151712677
uc003qoi.3 12 151725896 151773316
uc003qok.1 5 151773421 151791232
uc003qol.3 11 151815174 151942328
uc003qon.4 9 152128453 152424408
uc003qou.4 146 152442818 152958534
uc003qpc.4 2 153019029 153045715
uc003qpe.4 7 153071931 153080902
uc003qpg.3 5 153291657 153304203
uc003qpi.4 7 153308399 153323925
uc003qpm.3 5 153332031 153452389
uc003qpo.1 4 154360442 154414655
uc003qpz.3 20 155054511 155155194
uc003qqc.1 2 155184661 155230000
uc003qqe.3 26 155411422 155578857
uc003qqj.4 7 155577263 155635617
uc003qql.2 2 155585146 155597682
uc003qqm.3 14 155716501 155777037
uc003qqo.3 20 157099063 157531913
uc003qqt.3 9 157802556 158094977
uc003qqv.1 18 158244293 158366109
uc003qqx.2 27 158402887 158520207
uc003qrc.2 17 158530535 158589312
uc003qrd.3 3 158589378 158620376
uc003qrf.3 14 158733691 158932856
uc003qrm.4 17 158957467 159056467
uc003qrn.2 5 159057506 159065804
uc003qrp.3 19 159071045 159185908
uc003qrt.4 13 159186772 159239340
uc003qrv.1 1 159219681 159221893
uc003qrw.4 3 159262157 159278664
uc003qrx.3 8 159398265 159421198
uc003qrz.3 10 159456026 159466184
uc003qse.1 2 160007986 160010201
uc003qsg.3 6 160100148 160114353
uc003qsl.4 8 160148029 160177352
uc003qsp.4 2 160181290 160183364
uc003qsr.3 12 160199529 160210735
uc003qsu.1 1 160201281 160201413
uc003qsv.1 1 160206625 160206765
uc003qsw.4 4 160211491 160219461
uc003qsy.2 19 160221280 160241736
uc003qsz.3 1 160327973 160329107
uc003qta.3 48 160390130 160527583
uc003qtb.3 1 160514113 160517244
uc003qtc.3 11 160542862 160579750
uc003qtf.3 11 160637793 160679963
uc003qti.4 11 160769404 160873611
uc003qtl.3 40 160952514 161087407
uc003qtm.4 19 161123224 161175085
uc003qtn.3 27 161412821 161538417
uc003qtr.1 9 161551056 161695107
uc003qtu.4 1 161581163 161583014
uc003qtx.4 12 161768589 163148834
uc003qua.3 7 163148163 163736524
